name,lon,lat,building_height_m,required_height_m,spare_m,distance_km
,80.02435,7.07342,6.4,3.6,2.8,60.1
,79.9719,7.06981,6.4,3.6,2.8,65.0
,79.99901,7.06075,6.4,3.6,2.8,61.9
,79.98981,7.07487,6.4,3.6,2.8,63.5
,79.91286,7.13348,6.4,3.6,2.8,74.1
Jasmine Garden Beach Guesthouse,80.11796,6.11705,9.6,6.8,2.8,87.4
BRICK VILLA Kathaluwa,80.33922,5.98521,6.4,3.6,2.8,92.9
,80.09185,6.83701,5.0,2.2,2.8,45.2
Divulapitiya Public Play Ground Stadium,80.02224,7.22715,6.4,3.6,2.8,70.1
,79.95658,7.0717,6.4,3.7,2.7,66.6
,79.94689,7.06131,6.4,3.7,2.7,67.1
,79.9595,7.07316,6.4,3.7,2.7,66.4
,79.96282,7.06624,6.4,3.7,2.7,65.7
,80.00741,7.09137,6.4,3.7,2.7,62.7
,80.03828,7.07951,6.4,3.7,2.7,59.1
,80.01921,7.05374,6.4,3.7,2.7,59.5
,80.01919,7.0539,6.4,3.7,2.7,59.6
,79.99667,7.07359,6.4,3.7,2.7,62.8
,80.02,7.09577,6.4,3.7,2.7,61.7
,79.96604,7.05722,6.4,3.7,2.7,65.0
,79.98568,7.05714,6.4,3.7,2.7,63.0
,80.03165,7.09218,6.4,3.7,2.7,60.4
,79.9897,7.05333,6.4,3.7,2.7,62.5
,79.88756,7.15153,6.4,3.7,2.7,77.5
,80.02691,7.08591,6.4,3.7,2.7,60.5
,80.02492,7.08816,6.4,3.7,2.7,60.8
,80.01505,7.07251,6.4,3.7,2.7,60.9
,80.04741,7.09377,6.4,3.7,2.7,59.0
,79.92224,7.09358,6.4,3.7,2.7,71.1
,79.99398,7.09482,6.4,3.7,2.7,64.2
,80.00052,7.09206,6.4,3.7,2.7,63.4
,79.91377,7.15247,6.4,3.7,2.7,75.0
,80.02656,7.08791,6.4,3.7,2.7,60.7
,79.95789,7.05934,6.4,3.7,2.7,65.9
,80.00539,7.09273,6.4,3.7,2.7,62.9
,79.93846,7.10106,9.6,6.9,2.7,69.9
Otel Chalets,80.00865,7.06612,6.4,3.7,2.7,61.2
,80.03333,7.07604,6.4,3.7,2.7,59.3
,79.88967,7.08266,6.4,3.7,2.7,73.8
,79.89272,7.06117,6.4,3.7,2.7,72.6
,79.91472,7.12888,6.4,3.7,2.7,73.6
,80.07814,6.90533,6.4,3.7,2.7,47.8
,79.88758,7.07251,6.4,3.7,2.7,73.6
"6/3A2,",80.06888,6.70173,6.4,3.7,2.7,49.1
,79.91546,6.9756,6.4,3.7,2.7,67.1
LOT05,80.79217,6.96089,9.6,6.9,2.7,36.4
LOT06,80.79233,6.96085,9.6,6.9,2.7,36.4
Barefoot Gallery,79.85378,6.89647,6.4,3.7,2.7,72.0
,80.35942,6.64001,6.4,3.7,2.7,24.3
Shan Pharmacy & Channelling Center,80.47879,8.0365,9.6,6.9,2.7,135.7
Commercial Building,80.47876,8.03658,9.6,6.9,2.7,135.7
Administration,79.91568,6.97535,6.4,3.7,2.7,67.1
,79.95552,7.07001,6.4,3.8,2.6,66.7
,79.97837,7.09317,6.4,3.8,2.6,65.6
,79.9891,7.06286,6.4,3.8,2.6,63.0
,79.94819,6.90177,6.4,3.8,2.6,61.8
,79.94829,6.90186,6.4,3.8,2.6,61.8
,80.03384,7.07637,6.4,3.8,2.6,59.3
,80.03927,7.09638,6.4,3.8,2.6,59.9
,80.01717,7.05359,6.4,3.8,2.6,59.7
,80.0172,7.0535,6.4,3.8,2.6,59.7
,80.01277,7.08802,6.4,3.8,2.6,62.0
,80.00782,7.08897,6.4,3.8,2.6,62.5
,79.99362,7.06982,6.4,3.8,2.6,62.9
,80.02105,7.09258,6.4,3.8,2.6,61.4
,80.01391,7.09186,6.4,3.8,2.6,62.1
,80.03172,7.09043,6.4,3.8,2.6,60.3
,80.03193,7.09052,6.4,3.8,2.6,60.3
,80.03218,7.08866,6.4,3.8,2.6,60.2
,80.0407,7.07745,6.4,3.8,2.6,58.7
,80.04082,7.07749,6.4,3.8,2.6,58.7
,80.02388,7.07803,6.4,3.8,2.6,60.4
,80.02406,7.07804,6.4,3.8,2.6,60.3
,80.03193,7.07654,6.4,3.8,2.6,59.5
,80.03436,7.07861,6.4,3.8,2.6,59.4
,79.97946,7.03706,6.4,3.8,2.6,62.7
,79.97941,7.03727,6.4,3.8,2.6,62.7
,79.90745,7.07293,6.4,3.8,2.6,71.6
,79.90764,7.0726,6.4,3.8,2.6,71.6
,79.96542,7.03651,6.4,3.8,2.6,64.1
,79.96533,7.03661,6.4,3.8,2.6,64.1
,80.0054,7.09066,6.4,3.8,2.6,62.8
,79.96983,7.08126,6.4,3.8,2.6,65.8
,79.98984,7.08773,6.4,3.8,2.6,64.2
,80.01357,7.05546,6.4,3.8,2.6,60.2
,79.99516,7.03285,6.4,3.8,2.6,61.0
,80.02842,7.08129,9.6,7.0,2.6,60.1
,80.03181,7.07657,6.4,3.8,2.6,59.5
,80.04588,7.09938,6.4,3.8,2.6,59.5
,79.896,7.08321,6.4,3.8,2.6,73.2
,79.96426,7.06219,6.4,3.8,2.6,65.4
,80.07701,6.90521,6.4,3.8,2.6,47.9
,80.51693,5.93662,6.4,3.8,2.6,96.5
,79.93231,6.87907,6.4,3.8,2.6,63.2
,79.98536,6.73706,6.4,3.8,2.6,57.4
,80.03701,6.82452,6.4,3.8,2.6,51.1
,80.03687,6.82427,6.4,3.8,2.6,51.2
,79.91102,6.85689,6.4,3.8,2.6,65.2
,79.96163,7.06174,6.4,3.9,2.5,65.7
,80.03465,7.08551,6.4,3.9,2.5,59.7
,79.95134,7.0596,6.4,3.9,2.5,66.6
,79.98125,7.05846,6.4,3.9,2.5,63.5
,79.96738,7.06357,6.4,3.9,2.5,65.2
,79.98597,7.09198,6.4,3.9,2.5,64.8
,79.9659,7.07359,6.4,3.9,2.5,65.8
,79.99445,7.06198,6.4,3.9,2.5,62.4
,79.99451,7.06188,6.4,3.9,2.5,62.4
,80.03623,7.07944,6.4,3.9,2.5,59.3
,80.03715,7.07979,6.4,3.9,2.5,59.2
,80.01405,7.10076,6.4,3.9,2.5,62.6
,79.96255,7.07595,6.4,3.9,2.5,66.2
,80.01627,7.0558,6.4,3.9,2.5,59.9
,80.01006,7.08954,6.4,3.9,2.5,62.3
,79.94895,7.09968,6.4,3.9,2.5,68.8
,80.04289,7.10669,6.4,3.9,2.5,60.2
,80.0473,7.10312,6.4,3.9,2.5,59.6
,79.90078,7.15594,6.4,3.9,2.5,76.4
,80.05138,7.09551,6.4,3.9,2.5,58.8
,80.0515,7.09558,6.4,3.9,2.5,58.7
,79.96577,7.05718,6.4,3.9,2.5,65.0
,79.98542,7.05581,6.4,3.9,2.5,63.0
,79.98539,7.05593,6.4,3.9,2.5,63.0
,80.02807,7.09389,6.4,3.9,2.5,60.8
,80.03449,7.0856,6.4,3.9,2.5,59.8
,80.03671,7.08486,6.4,3.9,2.5,59.5
,80.03278,7.08915,6.4,3.9,2.5,60.1
,80.03454,7.08788,6.4,3.9,2.5,59.9
,80.01896,7.08805,6.4,3.9,2.5,61.4
,79.93217,7.08388,6.4,3.9,2.5,69.6
,79.91641,7.08766,6.4,3.9,2.5,71.4
,80.01491,7.06393,6.4,3.9,2.5,60.5
,80.04675,7.09401,6.4,3.9,2.5,59.1
,79.89005,7.10528,6.4,3.9,2.5,74.9
,79.89216,7.10326,6.4,3.9,2.5,74.6
,79.98208,7.04216,6.4,3.9,2.5,62.7
,79.98207,7.0373,6.4,3.9,2.5,62.5
,79.96222,7.04455,6.4,3.9,2.5,64.8
,79.96453,7.03812,6.4,3.9,2.5,64.3
,79.96372,7.03582,6.4,3.9,2.5,64.3
,79.98781,7.03716,6.4,3.9,2.5,61.9
,79.99559,7.03616,6.4,3.9,2.5,61.1
,79.96268,7.07599,6.4,3.9,2.5,66.2
,80.13044,7.04271,6.4,3.9,2.5,48.3
,80.03533,7.07389,6.4,3.9,2.5,59.0
,79.93048,7.06579,6.4,3.9,2.5,69.0
,79.97916,7.07207,6.4,3.9,2.5,64.4
,79.98596,7.09187,6.4,3.9,2.5,64.8
,80.02734,7.09338,6.4,3.9,2.5,60.9
,79.99539,7.07392,6.4,3.9,2.5,62.9
,79.97392,7.02754,6.4,3.9,2.5,62.9
,79.96949,7.05841,6.4,3.9,2.5,64.7
,79.88705,7.0932,6.4,3.9,2.5,74.6
,79.88699,7.09326,6.4,3.9,2.5,74.6
,79.89237,7.1031,6.4,3.9,2.5,74.5
,79.90889,7.08243,6.4,3.9,2.5,71.9
,79.90874,7.08239,6.4,3.9,2.5,71.9
,79.89782,7.06546,6.4,3.9,2.5,72.3
,79.91978,7.13714,6.4,3.9,2.5,73.6
,79.9275,6.89352,6.4,3.9,2.5,63.9
,80.36675,6.65428,6.4,3.9,2.5,22.6
Ice Factory,80.05295,6.23457,6.0,3.5,2.5,80.5
,80.39091,6.63655,6.4,3.9,2.5,22.6
,80.09083,6.83858,5.0,2.5,2.5,45.3
,80.09089,6.83842,5.0,2.5,2.5,45.3
Pahalawatta Stores,80.47794,8.03316,6.4,3.9,2.5,135.3
,80.08906,6.83703,5.0,2.5,2.5,45.5
,79.97295,7.05022,6.4,4.0,2.4,64.0
,79.96623,7.05727,6.4,4.0,2.4,65.0
,79.99426,7.08425,6.4,4.0,2.4,63.6
,79.95375,7.09365,6.4,4.0,2.4,68.0
,80.01256,7.05688,6.4,4.0,2.4,60.4
,79.94996,7.07749,6.4,4.0,2.4,67.6
,80.00568,7.09048,6.4,4.0,2.4,62.8
,79.9576,7.07632,6.4,4.0,2.4,66.8
,80.03757,7.07977,6.4,4.0,2.4,59.1
,80.03793,7.08086,6.4,4.0,2.4,59.2
,79.98061,7.06412,6.4,4.0,2.4,63.9
,79.99604,7.06598,6.4,4.0,2.4,62.4
,80.01925,7.05402,6.4,4.0,2.4,59.6
,80.00767,7.06549,6.4,4.0,2.4,61.3
,80.00976,7.08988,6.4,4.0,2.4,62.4
,79.99776,7.08634,6.4,4.0,2.4,63.3
,80.02215,7.09623,6.4,4.0,2.4,61.5
,80.03508,7.0876,9.6,7.2,2.4,59.8
,80.01639,7.08987,6.4,4.0,2.4,61.7
,80.02766,7.08598,6.4,4.0,2.4,60.4
,79.9354,7.08935,6.4,4.0,2.4,69.6
,80.01886,7.07983,6.4,4.0,2.4,60.9
,79.98155,7.04248,6.4,4.0,2.4,62.8
,79.97078,7.04264,6.4,4.0,2.4,63.9
,80.01463,7.03856,6.4,4.0,2.4,59.3
,79.98833,7.03596,6.4,4.0,2.4,61.8
,79.92162,7.09025,6.4,4.0,2.4,71.0
,79.89086,7.09153,6.4,4.0,2.4,74.1
,79.89093,7.09491,6.4,4.0,2.4,74.3
Shanti Jayakodi Fuel Mart,79.991,7.03501,6.4,4.0,2.4,61.5
,79.99158,7.03591,9.6,7.2,2.4,61.5
,79.98063,7.06382,6.4,4.0,2.4,63.9
,80.03195,7.07671,6.4,4.0,2.4,59.5
,80.03282,7.07622,6.4,4.0,2.4,59.4
,79.9378,7.06604,6.4,4.0,2.4,68.2
,80.03198,7.07694,6.4,4.0,2.4,59.5
,79.99435,7.0844,6.4,4.0,2.4,63.6
,80.00795,7.06542,6.4,4.0,2.4,61.2
,80.04674,7.09605,6.4,4.0,2.4,59.2
,79.94968,7.07181,6.4,4.0,2.4,67.3
,79.93919,7.06756,6.4,4.0,2.4,68.2
,79.96137,7.06175,6.4,4.0,2.4,65.7
,79.93359,7.1022,6.4,4.0,2.4,70.4
,80.05066,7.09587,6.4,4.0,2.4,58.8
,80.05054,7.09585,6.4,4.0,2.4,58.9
,80.01134,7.0875,6.4,4.0,2.4,62.1
,80.00986,7.08987,6.4,4.0,2.4,62.4
TukTuk Rental International,79.86864,6.82944,6.4,4.0,2.4,69.8
,80.35536,6.66428,6.4,4.0,2.4,22.6
,80.37017,6.66482,9.6,7.2,2.4,21.4
,80.08621,6.69449,9.6,7.2,2.4,47.4
,80.09041,6.83663,5.0,2.6,2.4,45.3
Department of Geography,80.59669,7.25563,6.4,4.1,2.3,50.5
Indra Trades,80.50651,5.94238,6.4,4.1,2.3,95.9
,79.92447,7.09548,6.4,4.1,2.3,71.0
,79.95712,7.06693,6.4,4.1,2.3,66.4
,79.9802,7.05071,6.4,4.1,2.3,63.3
,79.97003,7.08162,6.4,4.1,2.3,65.8
,79.98538,7.08141,6.4,4.1,2.3,64.3
,79.98553,7.08151,6.4,4.1,2.3,64.3
,79.9946,7.08302,6.4,4.1,2.3,63.5
,79.97572,7.06835,6.4,4.1,2.3,64.6
,80.01186,7.0578,6.4,4.1,2.3,60.5
,79.99371,7.085,6.4,4.1,2.3,63.7
,79.95774,7.07567,6.4,4.1,2.3,66.7
,79.95461,7.08107,6.4,4.1,2.3,67.3
,79.94658,7.08114,6.4,4.1,2.3,68.1
,79.94927,7.07204,6.4,4.1,2.3,67.4
,80.00399,7.06678,6.4,4.1,2.3,61.7
,79.97066,7.03072,6.4,4.1,2.3,63.4
,80.01307,7.08949,6.4,4.1,2.3,62.0
,79.99016,7.07035,6.4,4.1,2.3,63.2
,80.04315,7.10615,6.4,4.1,2.3,60.2
,80.04705,7.10265,6.4,4.1,2.3,59.6
Airport Tourists Inn,79.89435,7.15866,6.4,4.1,2.3,77.2
,80.03555,7.08925,9.6,7.3,2.3,59.9
,80.03574,7.08964,6.4,4.1,2.3,59.9
,80.03474,7.08703,6.4,4.1,2.3,59.8
,80.02757,7.08575,6.4,4.1,2.3,60.4
,80.02738,7.08579,6.4,4.1,2.3,60.5
,80.02155,7.07819,6.4,4.1,2.3,60.6
,80.0183,7.08084,6.4,4.1,2.3,61.1
,79.92694,7.08694,6.4,4.1,2.3,70.3
,80.01944,7.08197,6.4,4.1,2.3,61.0
,79.97974,7.03688,6.4,4.1,2.3,62.7
,79.97968,7.03708,6.4,4.1,2.3,62.7
,79.97985,7.03678,6.4,4.1,2.3,62.7
,79.96859,7.04242,6.4,4.1,2.3,64.1
,79.98955,7.03439,6.4,4.1,2.3,61.6
,79.99732,7.08618,6.4,4.1,2.3,63.4
,80.03469,7.08013,6.4,4.1,2.3,59.4
,80.01338,7.08985,6.4,4.1,2.3,62.0
,80.0065,7.08778,6.4,4.1,2.3,62.6
,80.03256,7.08921,6.4,4.1,2.3,60.2
,80.00715,7.08983,6.4,4.1,2.3,62.6
,80.03221,7.07594,6.4,4.1,2.3,59.4
,79.96942,7.05856,6.4,4.1,2.3,64.7
,79.95105,7.07098,6.4,4.1,2.3,67.1
,79.94832,7.07942,6.4,4.1,2.3,67.8
,79.94068,7.10651,6.4,4.1,2.3,69.9
,79.97546,7.03175,6.4,4.1,2.3,62.9
,80.00701,7.09102,6.4,4.1,2.3,62.7
,79.9892,7.08055,6.4,4.1,2.3,63.9
Coast guard,80.10068,6.13256,6.4,4.1,2.3,86.9
,79.91515,6.97652,6.4,4.1,2.3,67.2
,79.91531,6.97662,6.4,4.1,2.3,67.2
,79.9325,6.87913,6.4,4.1,2.3,63.1
,80.07384,6.65432,6.4,4.1,2.3,50.1
Kaveesha Tailors,80.47814,8.03398,6.4,4.1,2.3,135.4
,80.09241,6.83934,4.0,1.7,2.3,45.1
Thusara foods,80.06309,6.71602,4.0,1.7,2.3,49.3
Hostel D,80.18958,6.08143,12.8,10.5,2.3,87.5
,80.00763,7.08977,6.4,4.2,2.2,62.6
,79.95647,7.05825,6.4,4.2,2.2,66.0
,79.95649,7.05814,6.4,4.2,2.2,66.0
,79.95632,7.05833,6.4,4.2,2.2,66.0
,79.95648,7.05839,6.4,4.2,2.2,66.0
,79.9642,7.06496,6.4,4.2,2.2,65.6
,79.96414,7.06509,6.4,4.2,2.2,65.6
,79.96465,7.0675,6.4,4.2,2.2,65.6
,79.95977,7.05832,6.4,4.2,2.2,65.7
,79.97994,7.07157,6.4,4.2,2.2,64.3
,79.94804,6.90176,6.4,4.2,2.2,61.8
,79.96413,7.07503,6.4,4.2,2.2,66.0
,79.9643,7.07507,6.4,4.2,2.2,66.0
,80.01995,7.11046,6.4,4.2,2.2,62.6
,80.0333,7.07927,6.4,4.2,2.2,59.5
,80.01945,7.05395,6.4,4.2,2.2,59.5
,80.01949,7.05408,6.4,4.2,2.2,59.5
,80.00338,7.06386,6.4,4.2,2.2,61.6
,80.01152,7.08726,6.4,4.2,2.2,62.1
,80.01335,7.08962,6.4,4.2,2.2,62.0
,80.00912,7.08732,6.4,4.2,2.2,62.3
,80.01159,7.08702,6.4,4.2,2.2,62.0
,80.00955,7.08977,6.4,4.2,2.2,62.4
,80.0097,7.08974,6.4,4.2,2.2,62.4
,79.98504,7.07789,6.4,4.2,2.2,64.1
,79.98515,7.07783,6.4,4.2,2.2,64.1
,79.9999,7.0863,6.4,4.2,2.2,63.1
,80.042,7.10269,6.4,4.2,2.2,60.1
,80.04874,7.11315,6.4,4.2,2.2,60.1
,80.01644,7.09023,6.4,4.2,2.2,61.7
,79.99845,7.05946,6.4,4.2,2.2,61.9
,79.91854,7.07135,6.4,4.2,2.2,70.4
,80.02543,7.09026,6.4,4.2,2.2,60.9
,79.92639,7.08249,6.4,4.2,2.2,70.2
,80.02639,7.08995,6.4,4.2,2.2,60.8
,80.02643,7.08983,6.4,4.2,2.2,60.8
,80.03569,7.0742,6.4,4.2,2.2,59.0
,80.03547,7.07632,6.4,4.2,2.2,59.2
,79.9366,7.08927,6.4,4.2,2.2,69.5
,79.92352,7.08783,6.4,4.2,2.2,70.7
,80.04181,7.07679,6.4,4.2,2.2,58.6
,79.9857,7.04715,6.4,4.2,2.2,62.6
,79.97959,7.0328,6.4,4.2,2.2,62.5
,79.99019,7.0343,6.4,4.2,2.2,61.5
Darshana Studio,79.99004,7.0343,6.4,4.2,2.2,61.5
,79.99744,7.03277,6.4,4.2,2.2,60.7
,80.00757,7.09205,9.6,7.4,2.2,62.7
,79.98909,7.09096,6.4,4.2,2.2,64.4
,79.97581,7.05498,6.4,4.2,2.2,63.9
Cargills Food City,80.02692,7.0343,6.4,4.2,2.2,57.8
,79.97766,7.04805,6.4,4.2,2.2,63.4
,80.00949,7.08995,6.4,4.2,2.2,62.4
,79.93325,7.10406,6.4,4.2,2.2,70.5
KFC and Food City,79.89078,7.08261,6.4,4.2,2.2,73.7
,79.98865,7.09069,6.4,4.2,2.2,64.4
,79.99931,7.07048,6.4,4.2,2.2,62.4
,79.88869,7.07973,6.4,4.2,2.2,73.8
,79.88616,7.1001,6.4,4.2,2.2,75.0
,80.00596,7.08835,6.4,4.2,2.2,62.6
,80.05774,7.10701,6.4,4.2,2.2,58.9
Ragu jewelry,79.89101,7.07831,9.6,7.4,2.2,73.5
Commercial Building - Under construction,80.47905,8.03407,6.4,4.2,2.2,135.4
,80.07079,6.84342,4.0,1.8,2.2,47.5
,79.96077,7.06792,6.4,4.3,2.1,66.0
,79.9471,7.06067,6.4,4.3,2.1,67.1
,79.9805,7.05129,6.4,4.3,2.1,63.3
,79.95493,7.08299,6.4,4.3,2.1,67.3
,80.01324,7.09124,6.4,4.3,2.1,62.1
,80.03954,7.09648,6.4,4.3,2.1,59.9
,79.9953,7.07158,6.4,4.3,2.1,62.8
,80.04648,7.1086,6.4,4.3,2.1,60.0
,79.99953,7.05806,6.4,4.3,2.1,61.7
,80.03207,7.08909,6.4,4.3,2.1,60.2
,80.01595,7.07272,6.4,4.3,2.1,60.8
,80.02026,7.08084,6.4,4.3,2.1,60.9
,79.98556,7.04692,6.4,4.3,2.1,62.6
,79.9627,7.04643,6.4,4.3,2.1,64.8
,80.01457,7.03884,6.4,4.3,2.1,59.3
Neoview Pvt Ltd,80.03527,7.08857,9.6,7.5,2.1,59.9
,80.04177,7.09873,6.4,4.3,2.1,59.8
,79.96174,7.05749,6.4,4.3,2.1,65.4
,80.01171,7.05406,6.4,4.3,2.1,60.3
Sipsetha,79.88861,7.07923,6.4,4.3,2.1,73.8
,80.01585,7.07263,6.4,4.3,2.1,60.9
,79.89653,7.07838,6.4,4.3,2.1,73.0
,79.91118,7.09496,6.4,4.3,2.1,72.3
,79.92158,7.1215,6.4,4.3,2.1,72.6
,79.92149,7.12136,6.4,4.3,2.1,72.6
,80.00984,7.07664,6.4,4.3,2.1,61.6
Restaurant,79.96281,6.57725,9.6,7.5,2.1,64.6
,79.96866,7.06354,6.4,4.4,2.0,65.0
,79.97085,7.06235,6.4,4.4,2.0,64.8
,79.96593,7.05873,6.4,4.4,2.0,65.1
,80.0115,7.05588,6.4,4.4,2.0,60.4
,80.01236,7.05645,6.4,4.4,2.0,60.4
,80.00562,7.09032,6.4,4.4,2.0,62.8
,79.96515,7.07681,6.4,4.4,2.0,66.0
,80.00848,7.09181,6.4,4.4,2.0,62.6
,80.03509,7.07428,6.4,4.4,2.0,59.1
,80.00396,7.07087,6.4,4.4,2.0,61.9
,80.03427,7.1121,6.4,4.4,2.0,61.3
,79.98993,7.07505,6.4,4.4,2.0,63.5
,80.01181,7.07539,6.4,4.4,2.0,61.4
,79.90772,7.16133,6.4,4.4,2.0,76.1
,80.02539,7.07797,6.4,4.4,2.0,60.2
,80.01546,7.08983,6.4,4.4,2.0,61.8
,79.89238,7.10327,6.4,4.4,2.0,74.5
,79.98068,7.03589,6.4,4.4,2.0,62.6
,79.98232,7.0401,6.4,4.4,2.0,62.6
,79.97887,7.03464,6.4,4.4,2.0,62.7
,79.97889,7.03474,6.4,4.4,2.0,62.7
,80.05341,7.09413,6.4,4.4,2.0,58.5
,80.01158,7.05598,6.4,4.4,2.0,60.4
,79.92931,7.06084,6.4,4.4,2.0,68.9
,79.92911,7.06086,6.4,4.4,2.0,68.9
,80.03302,7.07613,6.4,4.4,2.0,59.4
,79.94625,7.06741,6.4,4.4,2.0,67.5
,79.98561,7.07815,6.4,4.4,2.0,64.1
,79.91871,7.12116,6.4,4.4,2.0,72.8
,79.89767,7.07495,6.4,4.4,2.0,72.7
,79.91721,7.10151,6.4,4.4,2.0,72.0
,79.89789,7.06556,6.4,4.4,2.0,72.3
,79.89796,7.06537,6.4,4.4,2.0,72.2
,79.97631,7.06059,6.4,4.4,2.0,64.1
,79.92529,7.0298,9.6,7.6,2.0,68.0
Ice Factory,80.05246,6.23479,6.0,4.0,2.0,80.5
,80.33052,6.71251,6.4,4.4,2.0,21.5
,80.33547,6.71094,6.4,4.4,2.0,21.1
Cargills Food City,80.06378,6.71471,5.0,3.0,2.0,49.3
,79.94032,6.8864,6.4,4.4,2.0,62.4
Family Mart,80.07154,7.32431,6.4,4.4,2.0,74.0
,79.96066,7.05739,6.4,4.5,1.9,65.5
,79.96267,7.05875,6.4,4.5,1.9,65.4
,79.9656,7.07318,6.4,4.5,1.9,65.8
,79.95148,7.06487,6.4,4.5,1.9,66.8
,79.98504,7.05752,6.4,4.5,1.9,63.1
,79.96386,7.08162,6.4,4.5,1.9,66.4
,79.93433,7.10403,6.4,4.5,1.9,70.4
,79.95224,7.07083,6.4,4.5,1.9,67.0
,79.95005,7.07009,6.4,4.5,1.9,67.2
,79.95126,7.07129,6.4,4.5,1.9,67.1
,79.95109,7.0714,6.4,4.5,1.9,67.2
,80.00018,7.07242,6.4,4.5,1.9,62.4
,80.04835,7.11412,6.4,4.5,1.9,60.2
,80.01242,7.0753,6.4,4.5,1.9,61.3
,80.04554,7.1087,9.6,7.7,1.9,60.1
,80.03119,7.09215,6.4,4.5,1.9,60.5
,80.02782,7.08789,6.4,4.5,1.9,60.5
,80.02737,7.08564,6.4,4.5,1.9,60.4
,80.02645,7.06054,6.4,4.5,1.9,59.2
,80.0272,7.08148,6.4,4.5,1.9,60.2
,80.02055,7.08333,6.4,4.5,1.9,61.0
,80.02203,7.0792,6.4,4.5,1.9,60.6
,79.98379,7.03836,6.4,4.5,1.9,62.4
,79.99282,7.07329,6.4,4.5,1.9,63.1
,79.93305,7.105,6.4,4.5,1.9,70.6
,79.93302,7.10482,6.4,4.5,1.9,70.6
,79.94208,7.06589,6.4,4.5,1.9,67.8
,79.94193,7.06596,6.4,4.5,1.9,67.8
,80.01218,7.03484,6.4,4.5,1.9,59.3
,79.96429,7.04033,6.4,4.5,1.9,64.4
,80.01632,7.08936,6.4,4.5,1.9,61.7
,79.96924,7.04408,6.4,4.5,1.9,64.1
,79.88679,7.10023,6.4,4.5,1.9,74.9
,79.8868,7.10011,6.4,4.5,1.9,74.9
,79.893,7.06022,6.4,4.5,1.9,72.5
,79.91407,7.06595,6.4,4.5,1.9,70.6
,79.92984,7.08818,6.4,4.5,1.9,70.1
House 22,80.48142,8.0357,6.4,4.5,1.9,135.6
HBR Residence,80.30669,5.99357,9.6,7.7,1.9,92.7
,80.84033,6.35145,6.4,4.5,1.9,63.1
,80.61441,6.85972,4.0,2.1,1.9,13.9
GOOD STORY Club,80.3488,5.98267,5.0,3.1,1.9,92.9
Bank of Ceylon,79.96129,7.06743,6.4,4.6,1.8,66.0
,79.95673,7.06701,6.4,4.6,1.8,66.4
,79.98008,7.06192,6.4,4.6,1.8,63.8
,79.96471,7.06183,6.4,4.6,1.8,65.4
,79.98784,7.08082,6.4,4.6,1.8,64.0
,79.96411,7.0819,6.4,4.6,1.8,66.4
,80.01047,7.04906,6.4,4.6,1.8,60.2
,80.00552,7.09525,6.4,4.6,1.8,63.1
,80.03862,7.08062,6.4,4.6,1.8,59.1
,80.02216,7.06204,6.4,4.6,1.8,59.7
,79.99385,7.06699,6.4,4.6,1.8,62.7
,79.9523,7.07136,6.4,4.6,1.8,67.0
,79.95228,7.07118,6.4,4.6,1.8,67.0
,79.9878,7.04378,6.4,4.6,1.8,62.2
,79.98754,7.04328,6.4,4.6,1.8,62.2
,80.03344,7.07628,6.4,4.6,1.8,59.3
,79.99202,7.07728,6.4,4.6,1.8,63.4
,79.9852,7.07756,6.4,4.6,1.8,64.1
,79.98504,7.0777,6.4,4.6,1.8,64.1
,80.00204,7.08521,6.4,4.6,1.8,62.9
,80.03857,7.08606,6.4,4.6,1.8,59.4
,80.03869,7.08605,6.4,4.6,1.8,59.4
,79.97863,7.05408,6.4,4.6,1.8,63.6
,79.92567,7.08182,6.4,4.6,1.8,70.2
,80.02462,7.08564,6.4,4.6,1.8,60.7
,79.98027,7.03665,6.4,4.6,1.8,62.6
,79.97594,7.04036,6.4,4.6,1.8,63.2
,79.96994,7.03621,6.4,4.6,1.8,63.7
,79.9654,7.07324,6.4,4.6,1.8,65.8
,79.97503,7.06471,6.4,4.6,1.8,64.5
,79.96458,7.04022,6.4,4.6,1.8,64.4
,79.99325,7.07681,6.4,4.6,1.8,63.3
,79.94046,7.07115,6.4,4.6,1.8,68.2
,79.93682,7.06674,6.4,4.6,1.8,68.4
,79.93696,7.06675,6.4,4.6,1.8,68.4
,79.9414,7.06685,6.4,4.6,1.8,67.9
,79.92864,7.06521,6.4,4.6,1.8,69.1
,79.94115,7.10689,6.4,4.6,1.8,69.9
Himashi's Studio,79.89063,7.0821,9.6,7.8,1.8,73.7
,79.88757,7.0806,6.4,4.6,1.8,74.0
,79.91392,7.08216,6.4,4.6,1.8,71.4
,79.96218,7.06213,6.4,4.6,1.8,65.6
,79.98799,7.08092,6.4,4.6,1.8,64.0
,79.90246,7.07184,6.4,4.6,1.8,72.1
Regional Director of Health Services - Puttlam,79.83182,7.48668,4.0,2.2,1.8,105.1
vivo Mobile,79.92178,7.03035,15.0,13.2,1.8,68.4
Silver Line Mobile & Grocery,80.47847,8.03439,6.4,4.6,1.8,135.5
,79.93294,6.66164,5.2,3.4,1.8,64.7
,80.09104,6.84087,6.0,4.2,1.8,45.3
,79.94024,6.8862,6.4,4.6,1.8,62.4
,79.96169,7.05811,6.4,4.7,1.7,65.5
,79.95527,7.07031,6.4,4.7,1.7,66.7
,79.95856,7.07322,6.4,4.7,1.7,66.5
