name,place,lon,lat,distance_km,bearing_to_summit_deg,required_height_m,visibility,angular_height_deg,sunrise_align_1,sunrise_align_2
Mulmediya,village,80.31781,6.30278,59.5,19.8,118.8,<=150 m (50 storeys),,,
,village,80.73801,7.29227,59.5,206.3,652.6,never,,,
Moragolla,village,80.31499,7.3163,59.6,160.1,56.1,<=60 m (20 storeys),,,
Polgolla,village,80.64673,7.32795,59.6,195.9,381.4,never,,,
Uda Gunnepana,village,80.65828,7.32455,59.6,197.1,647.2,never,,,
Dodangoda,village,80.02425,6.55477,59.6,61.9,-1.0,ground level,1.86,,
Helagama,village,80.97418,7.06539,59.6,241.7,1660.8,never,,,
Kithal Ella,village,81.03625,6.8653,59.7,264.1,1153.3,never,,,
Panamure,village,80.7723,6.34364,59.7,329.7,110.7,<=150 m (50 storeys),,,
Digana,town,80.73342,7.29649,59.7,205.7,563.2,never,,,
Godunna,village,80.97407,7.06657,59.7,241.5,1666.6,never,,,
Rajawella,village,80.73086,7.29681,59.7,205.4,535.8,never,,,
Rajapihilla,village,80.5935,7.34109,59.7,190.1,129.4,<=150 m (50 storeys),,,
Arangala Junction,suburb,79.96462,6.89083,59.8,98.7,1.0,ground level,1.85,26 Feb,15 Oct
Abasingammedda,village,80.67373,7.32189,59.8,198.8,565.0,never,,,
Rathupaswala,village,80.01671,7.05345,59.8,116.9,2.9,<=10 m (3 storeys),,,
Pitiyegedara,village,80.97757,7.0637,59.8,242.0,1709.4,never,,,
Meegahaella,village,80.97775,7.06156,59.8,242.2,1631.7,never,,,
Gurupihilla,village,80.97314,7.07038,59.8,241.1,1717.3,never,,,
Pitigala,town,80.22256,6.34358,59.9,30.8,111.1,<=150 m (50 storeys),,,
Mabima East,village,79.97637,6.95044,59.9,105.2,0.2,ground level,1.845,08 Feb,02 Nov
Yakkala,town,80.03356,7.08592,59.9,120.8,14.1,<=30 m (10 storeys),,,
Siddamulla,village,79.95785,6.81547,59.9,90.7,-2.0,ground level,1.835,19 Mar,24 Sep
Hurikaduwa,village,80.69659,7.31415,59.9,201.3,456.1,never,,,
Nawayalatenna,village,80.63117,7.33457,59.9,194.1,91.4,<=100 m (33 storeys),,,
Vidyala Junction,village,79.95957,6.86649,60.0,96.1,5.9,<=10 m (3 storeys),,05 Mar,08 Oct
Narangala,village,80.99743,7.02628,60.0,246.5,994.3,never,,,
Narangala,village,80.99721,7.02704,60.0,246.4,990.0,never,,,
Bathalawaltenna,village,80.97555,7.06983,60.0,241.3,1688.8,never,,,
Hokandara,village,79.9599,6.88048,60.1,97.6,-1.3,ground level,1.836,01 Mar,12 Oct
Heegoda,village,80.63789,6.28365,60.1,345.3,702.7,never,,,
Vilayaya,village,80.61735,6.27929,60.1,347.5,677.6,never,,,
Weediyawatta,village,80.03715,7.09602,60.1,121.9,0.1,ground level,1.834,,
Jangulla,village,81.00734,7.00301,60.1,249.1,1349.7,never,,,
Thulhiriya,village,80.22399,7.2792,60.2,149.7,73.6,<=100 m (33 storeys),,,
Ketawala,village,81.01179,6.99507,60.2,250.1,1188.6,never,,,
Kandahena,village,80.20432,7.26685,60.2,147.2,12.7,<=30 m (10 storeys),,,
Heraliyawala,village,79.95666,6.76748,60.2,85.6,0.9,ground level,1.844,01 Apr,11 Sep
Hewagama,village,79.96959,6.9359,60.2,103.5,-1.3,ground level,1.84,13 Feb,28 Oct
Hokandara South,village,79.95885,6.87266,60.2,96.7,-1.4,ground level,1.816,03 Mar,09 Oct
Menikhinna,town,80.70185,7.31572,60.3,201.8,459.2,never,,,
Welavilamulla,village,80.11055,7.19247,60.3,134.6,2.2,<=10 m (3 storeys),,,
Hurikaduwa,village,80.70608,7.31421,60.3,202.3,267.1,never,,,
Arambagama,village,80.5653,7.35094,60.3,187.0,53.6,<=60 m (20 storeys),,,
Bokalawela,village,80.60715,7.34366,60.3,191.4,106.2,<=150 m (50 storeys),,,
Indipalegoda Junction,village,80.22311,6.33966,60.3,30.5,83.0,<=100 m (33 storeys),,,
Mahabellana Junction,suburb,79.9632,6.70344,60.4,78.9,-0.3,ground level,1.835,19 Apr,23 Aug
Henagahawela,village,80.76415,7.28685,60.4,209.0,663.6,never,,,
Palkumbura Village,village,80.57633,7.34981,60.4,188.1,15.6,<=30 m (10 storeys),,,
Walala,village,80.69172,7.32035,60.4,200.6,351.6,never,,,
Poonagala,village,81.04538,6.78366,60.4,272.7,1163.1,never,,,
Raggahawatte,village,79.96858,6.93967,60.4,103.9,-1.3,ground level,1.831,12 Feb,29 Oct
Wariyagoda,village,80.24227,7.29095,60.4,152.0,15.4,<=30 m (10 storeys),,,
Wedikanda,village,80.23873,7.28919,60.4,151.6,38.4,<=60 m (20 storeys),,,
Kindelpitiya,village,79.95602,6.75258,60.4,84.1,0.3,ground level,1.835,05 Apr,07 Sep
Bokannoruwa,village,80.99375,7.04199,60.4,244.8,1156.8,never,,,
Panaliya,village,80.32524,7.32834,60.5,161.5,95.3,<=100 m (33 storeys),,,
Madawala,town,80.67351,7.32858,60.5,198.5,631.7,never,,,
Honnanthara,village,79.95263,6.79593,60.5,88.6,-1.7,ground level,1.813,24 Mar,19 Sep
Unagolla,village,80.97344,7.08408,60.5,239.9,1922.1,never,,,
Morawaka,town,80.49175,6.26127,60.6,0.8,442.9,never,,,
Kolongasthenna,village,81.03719,6.70425,60.6,281.1,1389.5,never,,,
Opatha,town,80.41189,6.26823,60.6,9.2,294.3,never,,,
Bujjomuwa,village,80.2102,7.27567,60.7,148.3,-0.9,ground level,1.771,,
Maha Doraliyadda,village,80.80664,7.26505,60.7,214.0,1066.3,never,,,
Pallethalawinna,village,80.64214,7.33941,60.7,195.1,275.8,never,,,
Weliweriya West,village,80.00115,7.0411,60.7,115.0,-1.9,ground level,1.8,,
Halpita,village,79.95096,6.7825,60.7,87.3,-1.6,ground level,1.812,28 Mar,15 Sep
Alawwa,town,80.23924,7.29402,60.8,151.8,1.1,ground level,1.767,,
Heiyanthuduwa,village,79.97094,6.96184,60.8,106.2,-0.0,ground level,1.805,05 Feb,05 Nov
Pelanawaththa,village,79.94929,6.82764,60.8,92.0,-1.0,ground level,1.807,16 Mar,27 Sep
Miriswatte,town,80.01606,7.07385,60.9,118.8,-1.4,ground level,1.804,,
Gorakapitiya,village,79.94874,6.81554,60.9,90.7,-0.4,ground level,1.809,19 Mar,24 Sep
Egodawatta,village,80.03235,7.10115,60.9,122.1,-1.6,ground level,1.805,,
Hiruwalamulla,village,80.0405,7.11369,60.9,123.6,-1.6,ground level,1.797,,
Medawathugoda,village,80.03387,7.10457,60.9,122.5,-2.3,ground level,1.8,,
Erewwela East,village,79.94965,6.83847,60.9,93.1,-0.1,ground level,1.798,13 Mar,30 Sep
Gorakapitiya,village,79.9484,6.81599,60.9,90.7,-2.7,ground level,1.804,19 Mar,24 Sep
Pitigoda,village,80.85655,7.22885,60.9,220.4,1747.7,never,,,
Pannipitiya,village,79.94863,6.84644,61.0,93.9,0.7,ground level,1.792,11 Mar,02 Oct
Hali-Ela,town,81.03225,6.95517,61.0,254.7,1045.5,never,,,
Medawala,town,80.56579,7.35716,61.0,186.9,75.4,<=100 m (33 storeys),,,
Ambepussa,village,80.1725,7.25356,61.0,143.7,60.5,<=100 m (33 storeys),,,
Uva Mawelagama,village,81.04318,6.71661,61.0,279.7,1613.2,never,,,
Malabe,town,79.95462,6.90407,61.1,99.9,-1.5,ground level,1.799,23 Feb,18 Oct
Mawaramandiya,village,79.97617,6.98733,61.1,108.9,-1.0,ground level,1.779,27 Jan,15 Nov
Nampamunuwa,village,79.94701,6.81285,61.1,90.4,-2.2,ground level,1.804,20 Mar,23 Sep
Udathalawinna,village,80.65229,7.3403,61.1,196.1,448.9,never,,,
Oraliyadda,village,80.30777,7.32766,61.1,159.8,-2.3,ground level,1.737,,
Ella,town,81.04899,6.87361,61.2,263.3,1240.9,never,,,
Ambatenna,village,80.61422,7.35089,61.2,192.0,69.3,<=100 m (33 storeys),,,
Gonawala,village,80.73319,7.31072,61.2,205.0,500.5,never,,,
Dampahala,village,80.6328,6.27236,61.2,346.1,639.0,never,,,
Welivita,village,79.96127,6.93866,61.2,103.6,-0.2,ground level,1.805,13 Feb,28 Oct
Aluthgam Goda,village,80.03016,7.10333,61.2,122.1,0.3,ground level,1.79,,
Mabima,village,79.96467,6.95314,61.2,105.1,-1.8,ground level,1.769,08 Feb,02 Nov
Udakekulawala,village,80.20678,7.28074,61.3,148.2,4.4,<=10 m (3 storeys),,,
Bulathgamgoda,village,80.03234,7.10833,61.3,122.7,-2.5,ground level,1.781,,
Wendaruwa,village,80.81942,7.26282,61.3,215.2,1145.1,never,,,
Moragasotuwa,village,80.62884,7.34807,61.3,193.5,-8.6,ground level,1.321,,
Mandandawela,village,80.71605,7.31968,61.3,203.0,212.6,never,,,
Uduwara,village,81.04129,6.92955,61.3,257.5,1114.9,never,,,
Yangalmodara,village,80.27808,7.31833,61.4,156.6,53.4,<=60 m (20 storeys),,,
Yagirala,village,80.16156,6.36916,61.4,37.6,76.1,<=100 m (33 storeys),,,
Gonahena,village,79.97843,7.00332,61.4,110.5,-3.4,ground level,1.766,20 Jan,22 Nov
Kirillawala,village,79.99023,7.03468,61.5,113.9,2.4,<=10 m (3 storeys),,,
Depanama,village,79.94524,6.8566,61.5,94.9,-1.0,ground level,1.775,08 Mar,05 Oct
Siyarapitiya,village,80.69189,6.28786,61.5,339.8,1042.3,never,,,
Mawiththara,village,79.94334,6.80374,61.5,89.5,2.8,<=10 m (3 storeys),,22 Mar,21 Sep
Makandana,village,79.94381,6.77765,61.5,86.8,-1.8,ground level,1.79,29 Mar,14 Sep
Arewwala,village,79.94233,6.83396,61.6,92.6,-1.2,ground level,1.789,14 Mar,29 Sep
Ihala Imbulgoda,village,79.99291,7.04215,61.6,114.8,-4.7,ground level,1.763,,
Dunuwila,village,80.81388,7.26999,61.6,214.3,1059.1,never,,,
Veyangoda,town,80.06025,7.15345,61.7,128.2,0.2,ground level,1.774,,
Pahurugolla,village,80.78281,7.28992,61.7,210.5,704.7,never,,,
Rambukwella,village,80.77782,7.29285,61.7,209.9,737.0,never,,,
Thalahena,village,79.95076,6.91449,61.7,100.9,3.7,<=10 m (3 storeys),,20 Feb,21 Oct
Maviththara,village,79.94056,6.80397,61.8,89.5,-0.6,ground level,1.764,22 Mar,21 Sep
Wellethota,village,80.7729,7.29725,61.8,209.3,694.0,never,,,
Hirieala,village,80.11072,7.21096,61.8,136.0,23.8,<=30 m (10 storeys),,,
Bengamuwa,village,80.60281,6.26041,61.8,349.4,789.3,never,,,
Ambale,village,80.81371,7.27185,61.8,214.2,1054.7,never,,,
Wathuliyadda,village,80.81285,7.27288,61.8,214.1,1042.5,never,,,
Deliwalathenna,village,80.72063,7.32273,61.8,203.3,181.2,never,,,
Kesbewa,city,79.94085,6.79574,61.8,88.7,4.6,<=10 m (3 storeys),,24 Mar,19 Sep
Kurusa Handiya,suburb,79.94859,6.70725,61.9,79.6,0.1,ground level,1.778,17 Apr,25 Aug
Siyambalapitiya,village,80.20538,7.28638,61.9,148.4,0.7,ground level,1.712,,
Rukmalpitiya,village,80.66921,6.27611,61.9,342.4,788.9,never,,,
Indola,village,80.61988,6.26259,61.9,347.6,728.4,never,,,
Haliyadda,village,80.81123,7.27462,61.9,213.8,1000.6,never,,,
Elamalpotha,village,80.73571,7.31686,61.9,205.0,441.3,never,,,
Akurana,suburb,80.60062,7.36032,61.9,190.4,73.4,<=100 m (33 storeys),,,
Kalalgoda,village,79.9418,6.86832,62.0,96.1,-2.1,ground level,1.765,05 Mar,08 Oct
Pattiwila,village,79.9549,6.94408,62.0,104.0,-1.7,ground level,1.773,12 Feb,29 Oct
Polwatta,village,79.9409,6.8592,62.0,95.2,6.0,<=10 m (3 storeys),,08 Mar,05 Oct
Moragahamula,village,80.80852,7.27898,62.1,213.3,920.3,never,,,
Kandegedara,village,81.02028,7.01942,62.1,248.0,1106.6,never,,,
Dabogala,village,80.5958,6.25627,62.1,350.1,740.2,never,,,
Bambarabedda,village,80.84846,7.24958,62.1,218.4,1296.5,never,,,
Kiriberiya,village,79.94345,6.72876,62.1,81.8,-6.3,ground level,1.749,11 Apr,01 Sep
Polgahawela,town,80.30025,7.33526,62.2,159.3,2.7,<=10 m (3 storeys),,,
Woodside,village,80.83437,7.26191,62.2,216.5,1046.4,never,,,
Udawela,village,80.77248,7.30138,62.2,209.0,614.5,never,,,
Arambekema,village,80.98977,6.53443,62.2,299.3,579.3,never,,,
Udahamulla,village,79.94916,6.92537,62.2,102.0,-1.0,ground level,1.772,18 Feb,24 Oct
Bogahamaditta,village,81.03936,6.96881,62.2,253.5,1014.1,never,,,
Wavinna,village,80.69316,7.33893,62.3,200.1,367.7,never,,,
Wilamuna,village,80.76772,7.30528,62.3,208.4,582.4,never,,,
Thalahena,village,79.94478,6.9084,62.3,100.2,-0.7,ground level,1.759,22 Feb,19 Oct
Thalangama North,village,79.94406,6.90751,62.3,100.1,-0.4,ground level,1.756,23 Feb,18 Oct
Pattiwila,village,79.95481,6.95327,62.3,104.9,4.7,<=10 m (3 storeys),,09 Feb,01 Nov
Erewwela West,village,79.93577,6.82995,62.3,92.2,-1.3,ground level,1.746,15 Mar,27 Sep
Galagedara,town,80.52469,7.37297,62.4,182.6,246.4,never,,,
Nagoda,town,79.9887,6.56903,62.4,64.9,8.0,<=10 m (3 storeys),,,
Golagammana,village,80.54177,7.3721,62.4,184.3,21.9,<=30 m (10 storeys),,,
Akuregoda,village,79.94182,6.89628,62.4,98.9,-0.6,ground level,1.743,26 Feb,15 Oct
Indiparape,village,80.11395,7.22182,62.4,137.0,65.0,<=100 m (33 storeys),,,
Muttettugoda,village,79.94275,6.90422,62.4,99.7,-1.8,ground level,1.744,24 Feb,17 Oct
Makuluduwa,village,79.93495,6.81533,62.4,90.7,-0.7,ground level,1.749,19 Mar,24 Sep
Thunkandura,village,80.64987,7.35343,62.4,195.5,274.6,never,,,
Weerapana,town,80.42031,6.25072,62.4,8.1,264.6,never,,,
Wegala,village,80.79969,7.2884,62.5,212.1,881.1,never,,,
Batagalla,village,80.59303,7.36654,62.5,189.6,83.7,<=100 m (33 storeys),,,
Parape,village,80.41027,7.36781,62.5,171.0,340.9,never,,,
Ihala Biyanwila,village,79.96508,6.99506,62.5,109.2,3.7,<=10 m (3 storeys),,25 Jan,16 Nov
Abbowa,village,80.20641,7.29447,62.6,148.9,30.0,<=60 m (20 storeys),,,
Teldeniya,town,80.76495,7.30964,62.6,208.0,658.7,never,,,
Paragala,village,80.52927,6.24375,62.6,357.0,357.2,never,,,
Avittawa,village,80.14668,6.3668,62.6,38.6,148.5,<=150 m (50 storeys),,,
Maruddana,village,80.54765,7.37366,62.6,184.9,90.9,<=100 m (33 storeys),,,
Warakagoda,village,80.5411,7.37458,62.7,184.2,14.5,<=30 m (10 storeys),,,
Bamunupola,village,80.60502,7.36609,62.7,190.8,56.0,<=60 m (20 storeys),,,
Udumulla,village,79.9427,6.91981,62.7,101.3,2.7,<=10 m (3 storeys),,19 Feb,22 Oct
Demodera,village,81.05964,6.89818,62.7,261.0,1270.4,never,,,
Makola South,village,79.95712,6.97514,62.7,107.1,-3.7,ground level,1.733,02 Feb,08 Nov
Talawatugoda,town,79.93536,6.87632,62.8,96.8,8.4,<=10 m (3 storeys),,03 Mar,10 Oct
Wijaya Rajadahana,village,80.1178,7.2305,62.8,137.9,81.7,<=100 m (33 storeys),,,
Godawela,village,80.30297,7.34199,62.8,159.8,0.1,ground level,1.68,,
Udathenna,village,80.81283,7.28281,62.8,213.5,861.2,never,,,
Jambugahapitiya,village,80.63886,7.36018,62.8,194.2,1.9,<=10 m (3 storeys),,,
Ranmuthugala,village,79.97188,7.01981,62.8,111.8,7.7,<=10 m (3 storeys),,13 Jan,29 Nov
Bemmulla,village,80.02577,7.12325,62.8,123.6,-0.3,ground level,1.726,,
Mudagamuwa,village,80.98324,7.10789,62.8,238.3,2096.5,never,,,
Bollegala,village,79.94764,6.94415,62.8,103.8,1.3,ground level,1.737,12 Feb,29 Oct
Ambatale,village,79.94483,6.93741,62.9,103.1,-1.2,ground level,1.741,14 Feb,27 Oct
Miriswatte,village,79.93079,6.79732,62.9,88.8,-0.7,ground level,1.727,23 Mar,19 Sep
Madaliyadda,village,80.75628,7.31753,62.9,206.8,537.4,never,,,
Banadarawatta,village,80.01082,7.10148,62.9,120.9,-0.9,ground level,1.732,,
Eldeniya,village,79.96532,7.00962,63.0,110.6,2.7,<=10 m (3 storeys),,19 Jan,22 Nov
Hirana,village,79.93476,6.73331,63.0,82.4,-1.0,ground level,1.724,09 Apr,02 Sep
Makola North,village,79.95594,6.98196,63.0,107.7,-1.1,ground level,1.717,31 Jan,11 Nov
Mulleriyawa,town,79.94051,6.92728,63.1,102.0,-0.5,ground level,1.722,17 Feb,24 Oct
Gangasirigama,village,80.74521,7.32415,63.1,205.5,557.5,never,,,
Madapatha,village,79.93065,6.76669,63.1,85.8,-2.1,ground level,1.732,31 Mar,11 Sep
Dewinnegama,village,80.85034,7.25931,63.1,217.9,1202.6,never,,,
Mahakumbura Pahala,village,80.64412,7.36143,63.1,194.7,46.6,<=60 m (20 storeys),,,
Gallella Gama,village,80.55205,7.37768,63.1,185.3,84.1,<=100 m (33 storeys),,,
Kudagama,village,80.35797,7.3623,63.1,165.7,55.1,<=60 m (20 storeys),,,
Mampe,village,79.92856,6.80912,63.1,90.0,1.7,ground level,1.727,20 Mar,22 Sep
Pamunuwa,village,79.92889,6.84919,63.2,94.1,0.1,ground level,1.712,10 Mar,02 Oct
Wattegama,town,80.68259,7.35132,63.2,198.7,548.0,never,,,
Kumbaloluwa,village,80.75216,7.32218,63.2,206.2,652.0,never,,,
Himbutana,village,79.93926,6.9239,63.2,101.6,-0.1,ground level,1.722,18 Feb,23 Oct
Sapugaskanda,village,79.94996,6.96744,63.2,106.1,2.3,<=10 m (3 storeys),,05 Feb,05 Nov
Mahawila,suburb,79.93619,6.70705,63.3,79.8,-0.4,ground level,1.722,16 Apr,26 Aug
Heewelkandura,village,81.06503,6.72101,63.3,278.9,1764.1,never,,,
Pamunuwa,village,79.92898,6.85689,63.3,94.8,-3.6,ground level,1.72,08 Mar,04 Oct
Mirigama,town,80.12992,7.24751,63.4,139.9,32.3,<=60 m (20 storeys),,,
Makola,suburb,79.94993,6.97495,63.4,106.8,21.5,<=30 m (10 storeys),,03 Feb,08 Nov
Rajagala,village,80.82796,7.28004,63.4,214.9,924.1,never,,,
Orutota,village,80.74417,7.32757,63.4,205.3,579.5,never,,,
Miriswatte,village,79.93337,6.71522,63.4,80.6,-1.2,ground level,1.713,14 Apr,28 Aug
Eladaluwa,village,81.05081,6.96787,63.4,254.0,945.7,never,,,
Makkanigama,village,80.70153,7.346,63.4,200.6,150.1,never,,,
Kellapatha Junction,village,80.21263,6.3122,63.5,30.0,64.4,<=100 m (33 storeys),,,
Maharagama,city,79.92661,6.84728,63.5,93.8,1.0,ground level,1.706,11 Mar,02 Oct
Udumulla,village,79.93909,6.93634,63.5,102.8,-0.8,ground level,1.719,15 Feb,26 Oct
Aluthwela,village,81.04623,6.63247,63.5,287.9,1484.4,never,,,
Katupelella,suburb,81.04462,6.99024,63.5,251.6,1198.3,never,,,
Medamahanuwara,town,80.81725,7.28913,63.6,213.5,820.6,never,,,
Pasgoda,village,80.60954,6.24502,63.6,349.0,810.7,never,,,
Wataketiya,village,80.84708,7.26752,63.6,217.2,1109.3,never,,,
Uva - Karandagolla,village,81.07434,6.83327,63.6,267.6,1628.6,never,,,
Bandawa,village,80.30526,7.35117,63.6,160.3,2.3,<=10 m (3 storeys),,,
Pelawatte,town,79.92896,6.8916,63.7,98.3,-1.1,ground level,1.711,27 Feb,13 Oct
Poojapitiya,village,80.58669,7.3785,63.7,188.7,1.1,ground level,1.245,,
Inguruwaththa,village,80.43275,7.38168,63.7,173.4,240.8,never,,,
Kannadeniya,village,80.47241,7.38528,63.7,177.4,295.3,never,,,
Batakettara,village,79.92276,6.78301,63.8,87.4,-3.0,ground level,1.693,27 Mar,15 Sep
Meeriyagolla,village,80.83533,7.27894,63.8,215.6,950.6,never,,,
Tennepanguwa,village,81.01011,7.07916,63.8,242.1,1649.2,never,,,
Koswatte,suburb,79.92937,6.90795,63.9,99.9,-0.6,ground level,1.706,23 Feb,18 Oct
Katuwana,town,80.69101,6.26472,63.9,340.6,1040.7,never,,,
Gampaha,city,79.99514,7.09256,63.9,119.4,0.5,ground level,1.702,,
Himbutana WP,village,79.9328,6.92634,63.9,101.7,-0.0,ground level,1.695,18 Feb,23 Oct
Unagolla,village,81.05902,6.95563,63.9,255.3,1043.8,never,,,
Udispattuwa,village,80.78468,7.3135,64.0,209.5,537.6,never,,,
Doragamuwa,village,80.65851,7.36571,64.0,196.0,259.9,never,,,
Thalwatte,village,79.93781,6.94933,64.0,104.1,1.4,ground level,1.704,11 Feb,30 Oct
Kukulnape,village,80.07999,7.20898,64.0,133.7,-6.8,ground level,1.668,,
Panangala Dhahe kade,village,80.32547,6.25789,64.0,17.6,284.9,never,,,
Mulleriyawa,village,79.93308,6.93536,64.1,102.6,1.5,ground level,1.701,16 Feb,25 Oct
Alugolla,village,81.04669,7.00083,64.1,250.7,1321.5,never,,,
Molagoda,village,80.55079,7.3867,64.1,185.1,131.5,<=150 m (50 storeys),,,
Oruthota,village,79.98713,7.08089,64.1,118.0,1.3,ground level,1.691,,
Nikapitiya,village,81.06813,6.69703,64.1,281.2,1378.2,never,,,
Bokundara,village,79.92004,6.81889,64.1,91.0,0.7,ground level,1.698,18 Mar,25 Sep
Kadawatha,town,79.95123,7.00214,64.2,109.4,4.1,<=10 m (3 storeys),,24 Jan,17 Nov
Thalangama,village,79.92633,6.90604,64.2,99.6,-0.1,ground level,1.695,24 Feb,17 Oct
Eluwila,suburb,79.92774,6.70877,64.2,80.1,-1.0,ground level,1.695,15 Apr,27 Aug
Gonawala,village,79.9377,6.95653,64.2,104.7,2.7,<=10 m (3 storeys),,09 Feb,01 Nov
Madiwela,suburb,79.92185,6.87901,64.3,96.9,-0.9,ground level,1.695,03 Mar,10 Oct
Kalutara,city,79.9633,6.58526,64.3,67.4,-0.8,ground level,1.695,06 Jun,06 Jul
Bokundara,village,79.91789,6.81851,64.3,91.0,4.0,<=10 m (3 storeys),,18 Mar,24 Sep
Rotumba,village,80.57761,6.23345,64.3,352.3,512.0,never,,,
Keulgama,village,80.8618,7.26441,64.3,218.5,1634.7,never,,,
Gabbela,village,80.78764,7.3144,64.3,209.7,533.4,never,,,
Kahapathwala,village,80.46715,7.38964,64.3,176.9,501.9,never,,,
Pahala Biyanwila,village,79.94683,6.99092,64.3,108.3,0.5,ground level,1.667,29 Jan,13 Nov
Meeappaha,village,80.80027,7.30849,64.4,211.1,768.1,never,,,
Iskole Muduna,village,80.79485,7.31303,64.5,210.4,555.6,never,,,
Narampanawa,village,80.73245,7.34389,64.5,203.6,196.1,never,,,
Malwanahinna,village,80.61614,7.3811,64.5,191.6,24.7,<=30 m (10 storeys),,,
Mulleriyawa New Town,town,79.92774,6.92823,64.5,101.8,1.6,ground level,1.673,18 Feb,23 Oct
Walpola,village,79.92688,6.92201,64.5,101.2,-1.1,ground level,1.683,20 Feb,21 Oct
Mulleriyawa North,village,79.93138,6.94511,64.5,103.5,2.5,<=10 m (3 storeys),,13 Feb,28 Oct
Naiwala,village,80.0309,7.15937,64.6,126.8,1.8,<=10 m (3 storeys),,,
Katukurunda,town,79.96999,6.56241,64.6,65.0,-0.0,ground level,1.682,,
Thennekade,village,80.79945,7.31047,64.6,210.9,747.5,never,,,
Wewelhinna,village,81.07155,6.92971,64.6,258.1,958.3,never,,,
Pamunuwila,village,79.93732,6.96953,64.6,106.0,5.3,<=10 m (3 storeys),,05 Feb,05 Nov
Pothupitiya,village,79.93936,6.64121,64.7,73.3,-0.2,ground level,1.68,06 May,06 Aug
Aggona,village,79.92374,6.91651,64.7,100.6,1.8,<=10 m (3 storeys),,21 Feb,20 Oct
Labuhengoda,village,80.74545,6.27834,64.7,335.2,218.8,never,,,
Panakaduwa,village,80.54912,6.22682,64.7,355.2,594.6,never,,,
Putuhapuwa,village,80.75598,7.33551,64.7,206.0,377.9,never,,,
Thalapathpitiya,village,79.91589,6.86741,64.8,95.7,-1.3,ground level,1.662,06 Mar,07 Oct
Badulla,city,81.05703,6.99004,64.8,252.0,1233.4,never,,,
Sri Jayewardenepura Kotte,city,79.91874,6.88832,64.8,97.8,-0.3,ground level,1.681,01 Mar,12 Oct
Suriyagahagoda,village,80.78826,6.29926,64.8,330.5,148.3,<=150 m (50 storeys),,,
Bokkawala,town,80.5532,7.3934,64.8,185.3,19.4,<=30 m (10 storeys),,,
Galabawa,village,80.47827,7.39512,64.8,178.0,412.6,never,,,
Delthara,village,79.91414,6.78392,64.8,87.6,-2.0,ground level,1.671,27 Mar,16 Sep
Battaramulla,town,79.91958,6.90218,64.9,99.2,6.7,<=10 m (3 storeys),,25 Feb,16 Oct
Angoda,town,79.92572,6.93602,64.9,102.5,-1.0,ground level,1.671,16 Feb,25 Oct
Wadduwa,town,79.93051,6.66397,64.9,75.7,-1.5,ground level,1.671,28 Apr,14 Aug
Pussellakanda,village,81.0383,7.04235,64.9,246.6,1107.7,never,,,
Dehigashinna,village,80.79345,7.31707,64.9,210.1,495.3,never,,,
Dunuwila,village,80.64791,7.37775,64.9,194.7,41.8,<=60 m (20 storeys),,,
Kandalama (WP),village,80.13891,7.27289,64.9,142.2,167.3,never,,,
Thumbowila,village,79.91241,6.81173,64.9,90.3,0.2,ground level,1.671,20 Mar,23 Sep
Kanupelella,suburb,81.06218,6.97581,64.9,253.5,1125.8,never,,,
Suwarapola,village,79.91188,6.79781,65.0,88.9,0.9,ground level,1.662,23 Mar,19 Sep
Retiyagama,village,80.80841,7.31015,65.0,211.7,832.4,never,,,
Hedigama,village,79.91164,6.79084,65.0,88.3,-3.3,ground level,1.663,25 Mar,18 Sep
Naranowita,village,80.21978,6.29202,65.0,28.4,98.2,<=100 m (33 storeys),,,
Kandewatta,village,80.85007,7.28298,65.1,216.5,1218.8,never,,,
Yatawara,village,80.66989,7.37286,65.1,196.8,567.6,never,,,
Andaluwa,village,80.60447,6.22989,65.1,349.8,680.7,never,,,
Nawelagama,village,81.08339,6.88323,65.1,262.8,1187.3,never,,,
Mallehewa,village,80.19784,7.3165,65.2,149.3,-1.2,ground level,1.616,,
Puwakgodamulla,village,81.05736,7.00201,65.2,250.9,1586.3,never,,,
Kahakurullanpelessa,village,81.00902,6.51181,65.2,300.3,-0.5,ground level,1.553,,
Gonawala Kelaniya,village,79.92691,6.95263,65.2,104.1,0.2,ground level,1.663,11 Feb,30 Oct
Wethalaawa,village,80.82163,7.30469,65.3,213.0,471.4,never,,,
Pahala Karagahamuna,village,79.94173,7.00423,65.3,109.3,1.8,<=10 m (3 storeys),,24 Jan,17 Nov
Kalapaluwawa,village,79.91879,6.91903,65.3,100.8,13.3,<=30 m (10 storeys),,21 Feb,20 Oct
Pirivena Junction,village,79.90841,6.84209,65.4,93.2,0.9,ground level,1.65,12 Mar,30 Sep
Kelanimulla,village,79.92396,6.94613,65.4,103.4,-0.8,ground level,1.661,13 Feb,28 Oct
